run_id,config_id,paper_id,paper_name,paper_type,wrapper_status,run_dir,exit_code,timeout,result_status_prelim,classification,has_stats,explicit_pass,gpu_tot_sim_cycle,gpu_tot_ipc,gpu_tot_sim_insn,paper_mascar_l1_sat_sample,paper_mascar_l1_sat_sample_saturated,paper_mascar_m2_ep_cycles,paper_mascar_m2_mp_cycles,paper_mascar_m2_owner_acquire,paper_mascar_m2_nonowner_mem_block,paper_mascar_m3_hitonly_access_attempt,paper_mascar_m3_hitonly_access_hit,paper_mascar_m3_hitonly_access_nack,paper_mascar_m3_probe_attempt,paper_mascar_m3_probe_hit,paper_mascar_m3_probe_nack,paper_mascar_m3_probe_skip_not_mp,paper_mascar_m3_probe_skip_no_owner,paper_mascar_m3_probe_skip_owner,paper_mascar_m3_probe_skip_nonload,paper_mascar_m3_nonowner_lsu_probe_allowed,paper_mascar_m3_nonowner_lsu_probe_block_nonload,paper_mascar_m3_nack_guard_owner_release,paper_mascar_m3diag_enabled,paper_mascar_m3diag_mem_inst_seen,paper_mascar_m3diag_load_inst_seen,paper_mascar_m3diag_mp_mode_seen,paper_mascar_m3diag_owner_valid_seen,paper_mascar_m3diag_nonowner_load_candidate,paper_mascar_m3diag_scheduler_allow_nonowner_load,paper_mascar_m3diag_scheduler_block_nonowner_mem,paper_mascar_m3diag_lsu_l1d_access_seen,paper_mascar_m3diag_l1d_nonowner_load_seen,paper_mascar_m3diag_hitonly_probe_called,paper_mascar_m3diag_hitonly_probe_hit,paper_mascar_m3diag_hitonly_probe_nack,paper_mascar_m3diag_active_hitonly_access_called,paper_mascar_m3diag_active_hitonly_access_hit,paper_mascar_m3diag_active_hitonly_access_nack,paper_mascar_m3diag_skip_config_off,paper_mascar_m3diag_skip_not_mp,paper_mascar_m3diag_skip_no_owner,paper_mascar_m3diag_skip_owner_warp,paper_mascar_m3diag_skip_not_load,paper_mascar_m3diag_skip_not_l1d,paper_mascar_m3diag_skip_nonowner_hitonly_disabled,paper_mascar_m3diag_skip_not_ready_or_scoreboard,paper_mascar_m3diag_skip_m2_blocked_before_lsu,paper_mascar_m3diag_trace_lines_emitted,paper_mascar_m4_enqueue_success,paper_mascar_m4_retry_attempt,paper_mascar_m4_retry_hit,paper_mascar_m4_retry_nack,paper_mascar_m4_retry_requeue,paper_mascar_m4_queue_occupancy_max,cacheinst_L1D_access_total,cacheinst_L1D_hit,cacheinst_L1D_miss,cacheinst_L1D_reservation_fail,kernel_avg_power,kernel_max_power,kernel_min_power,gpu_tot_avg_power,gpu_tot_max_power,gpu_tot_min_power,power_total_avg,power_peak,power_total_min,energy_total,energy_dynamic,energy_leakage,energy_dram,energy_l2,energy_fields_found,gpgpusim_exit,result_status,result_pass
m3_hitonly_nack__bp_1,m3_hitonly_nack,bp_1,BP-1,C,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_actual_20260605_173606/runs/m3_hitonly_nack/bp_1,0,0,completed_exit0,completed_no_explicit_pass,1,0,6918,42.2226,292096,2159,863,30073,525,16,732,0,0,0,0,0,0,1191,968,0,0,0,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,736,640,591,,,,,,,,,,,,,,,0,1,completed_no_explicit_pass,0
m3_hitonly_nack__histo_2,m3_hitonly_nack,histo_2,histo-2,C,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_actual_20260605_173606/runs/m3_hitonly_nack/histo_2,0,0,completed_exit0,completed_explicit_pass,1,1,7096,282.4803,2004480,128,0,132064,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,64,64,0,,,,,,,,,,,,,,,0,1,explicit_pass,1
m3_hitonly_nack__kmeans_2,m3_hitonly_nack,kmeans_2,kmeans-2,C,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_actual_20260605_173606/runs/m3_hitonly_nack/kmeans_2,0,0,completed_exit0,completed_no_explicit_pass,1,0,5592,0.9728,5440,48,0,591,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,16,32,0,,,,,,,,,,,,,,,0,1,completed_no_explicit_pass,0
m3_hitonly_nack__mri_q,m3_hitonly_nack,mri_q,mri-q,C,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_actual_20260605_173606/runs/m3_hitonly_nack/mri_q,0,0,completed_exit0,completed_no_explicit_pass,1,0,5547,1.0788,5984,12,0,546,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,0,1,completed_no_explicit_pass,0
m3_hitonly_nack__pathfinder,m3_hitonly_nack,pathfinder,pathfinder,C,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_actual_20260605_173606/runs/m3_hitonly_nack/pathfinder,0,0,completed_exit0,completed_no_explicit_pass,1,0,6487,3.7589,24384,40,0,1486,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,32,0,,,,,,,,,,,,,,,0,1,completed_no_explicit_pass,0
m3_hitonly_nack__sgemm,m3_hitonly_nack,sgemm,sgemm,C,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_actual_20260605_173606/runs/m3_hitonly_nack/sgemm,0,0,completed_exit0,completed_no_explicit_pass,1,0,21460,4.4257,94976,800,0,16459,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,256,544,0,,,,,,,,,,,,,,,0,1,completed_no_explicit_pass,0
m3_hitonly_nack__stencil,m3_hitonly_nack,stencil,stencil,C,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_actual_20260605_173606/runs/m3_hitonly_nack/stencil,0,0,completed_exit0,completed_no_explicit_pass,1,0,8221,7.8059,64172,112,0,6435,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,112,0,,,,,,,,,,,,,,,0,1,completed_no_explicit_pass,0
m4_reexec_load__bp_2,m4_reexec_load,bp_2,BP-2,M,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_actual_20260605_173606/runs/m4_reexec_load/bp_2,0,0,completed_exit0,completed_no_explicit_pass,1,0,6915,42.2409,292096,2231,935,30026,533,149,710,0,0,0,0,0,0,1156,891,0,0,0,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,184,0,0,133,3,1568,736,640,663,,,,,,,,,,,,,,,0,1,completed_no_explicit_pass,0
m4_reexec_load__bfs,m4_reexec_load,bfs,bfs,M,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_actual_20260605_173606/runs/m4_reexec_load/bfs,0,0,completed_exit0,completed_no_explicit_pass,1,0,6665,0.2029,1352,26,0,1664,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,18,8,0,,,,,,,,,,,,,,,0,1,completed_no_explicit_pass,0
m4_reexec_load__histo_1,m4_reexec_load,histo_1,histo-1,M,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_actual_20260605_173606/runs/m4_reexec_load/histo_1,0,0,completed_exit0,completed_explicit_pass,1,1,7096,282.4803,2004480,128,0,132064,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,64,64,0,,,,,,,,,,,,,,,0,1,explicit_pass,1
m4_reexec_load__histo_3,m4_reexec_load,histo_3,histo-3,M,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_actual_20260605_173606/runs/m4_reexec_load/histo_3,0,0,completed_exit0,completed_explicit_pass,1,1,7096,282.4803,2004480,128,0,132064,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,64,64,0,,,,,,,,,,,,,,,0,1,explicit_pass,1
m4_reexec_load__kmeans_1,m4_reexec_load,kmeans_1,kmeans-1,M,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_actual_20260605_173606/runs/m4_reexec_load/kmeans_1,0,0,completed_exit0,completed_no_explicit_pass,1,0,5592,0.9728,5440,48,0,591,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,16,32,0,,,,,,,,,,,,,,,0,1,completed_no_explicit_pass,0
m4_reexec_load__spmv,m4_reexec_load,spmv,spmv,M,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_actual_20260605_173606/runs/m4_reexec_load/spmv,0,0,completed_exit0,completed_explicit_pass,1,1,21813,0.9723,21208,674,0,23777,0,0,0,0,0,0,0,0,0,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,1,explicit_pass,1
m4_reexec_load__srad_1,m4_reexec_load,srad_1,srad-1,M,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_actual_20260605_173606/runs/m4_reexec_load/srad_1,0,0,completed_exit0,completed_no_explicit_pass,1,0,8248,80.1404,660998,5192,2488,44947,1790,213,8355,0,0,0,0,0,0,2708,257,227,1980,0,8355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0,0,14,1,4352,144,3648,840,,,,,,,,,,,,,,,0,1,completed_no_explicit_pass,0
m4_reexec_load__srad_2,m4_reexec_load,srad_2,srad-2,M,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_actual_20260605_173606/runs/m4_reexec_load/srad_2,0,0,completed_exit0,completed_no_explicit_pass,1,0,8248,80.1404,660998,5192,2488,44947,1790,213,8355,0,0,0,0,0,0,2708,257,227,1980,0,8355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0,0,14,1,4352,144,3648,840,,,,,,,,,,,,,,,0,1,completed_no_explicit_pass,0
m4_reexec_load__bp_1,m4_reexec_load,bp_1,BP-1,C,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_actual_20260605_173606/runs/m4_reexec_load/bp_1,0,0,completed_exit0,completed_no_explicit_pass,1,0,6915,42.2409,292096,2231,935,30026,533,149,710,0,0,0,0,0,0,1156,891,0,0,0,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,184,0,0,133,3,1568,736,640,663,,,,,,,,,,,,,,,0,1,completed_no_explicit_pass,0
m4_reexec_load__histo_2,m4_reexec_load,histo_2,histo-2,C,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_actual_20260605_173606/runs/m4_reexec_load/histo_2,0,0,completed_exit0,completed_explicit_pass,1,1,7096,282.4803,2004480,128,0,132064,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,64,64,0,,,,,,,,,,,,,,,0,1,explicit_pass,1
m4_reexec_load__kmeans_2,m4_reexec_load,kmeans_2,kmeans-2,C,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_actual_20260605_173606/runs/m4_reexec_load/kmeans_2,0,0,completed_exit0,completed_no_explicit_pass,1,0,5592,0.9728,5440,48,0,591,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,16,32,0,,,,,,,,,,,,,,,0,1,completed_no_explicit_pass,0
m4_reexec_load__mri_q,m4_reexec_load,mri_q,mri-q,C,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_actual_20260605_173606/runs/m4_reexec_load/mri_q,0,0,completed_exit0,completed_no_explicit_pass,1,0,5547,1.0788,5984,12,0,546,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,0,1,completed_no_explicit_pass,0
m4_reexec_load__pathfinder,m4_reexec_load,pathfinder,pathfinder,C,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_actual_20260605_173606/runs/m4_reexec_load/pathfinder,0,0,completed_exit0,completed_no_explicit_pass,1,0,6487,3.7589,24384,40,0,1486,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,32,0,,,,,,,,,,,,,,,0,1,completed_no_explicit_pass,0
m4_reexec_load__sgemm,m4_reexec_load,sgemm,sgemm,C,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_actual_20260605_173606/runs/m4_reexec_load/sgemm,0,0,completed_exit0,completed_no_explicit_pass,1,0,21460,4.4257,94976,800,0,16459,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,256,544,0,,,,,,,,,,,,,,,0,1,completed_no_explicit_pass,0
m4_reexec_load__stencil,m4_reexec_load,stencil,stencil,C,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_actual_20260605_173606/runs/m4_reexec_load/stencil,0,0,completed_exit0,completed_no_explicit_pass,1,0,8221,7.8059,64172,112,0,6435,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,112,0,,,,,,,,,,,,,,,0,1,completed_no_explicit_pass,0
